AnimalID,AnimalType,IntakeDate,IntakeType,IntakeSubtype,PrimaryColor,PrimaryBreed,Gender,SecondaryColor,DOB,IntakeReason,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeAsilomarStatus,ReproductiveStatusAtOutcome
A582002,DOG,1/27/2016 17:55,OWNER SUR,OTC,BLACK,AUSTRALIAN CATTLE DOG,NEUTERED MALE,WHITE,10/15/2013 0:00,TRAVEL,NORMAL,HEALTHY,FERTILE,2/7/2016 15:29,ADOPTION,FRIEND,HEALTHY,ALTERED
A600481,CAT,9/16/2016 17:44,STRAY,OTC,BLACK,DOMESTIC LONGHAIR,SPAYED FEMALE,WHITE,7/16/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/23/2016 15:10,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A628582,CAT,10/19/2017 12:11,STRAY,OTC,WHITE,DOMESTIC MEDIUMHAIR,NEUTERED MALE,ORANGE,6/4/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/25/2017 12:46,ADOPTION,FRIEND,HEALTHY,ALTERED
A626268,CAT,8/16/2017 8:00,STRAY,OTC,ORANGE TABBY,DOMESTIC MEDIUMHAIR,NEUTERED MALE,WHITE,6/29/2017 0:00,STRAY,NURSING,HEALTHY,FERTILE,8/16/2017 23:59,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A408037,CAT,10/11/2011 12:25,RETURN,ADOPTION,TORTIE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK,2/16/2010 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,11/9/2011 13:28,ADOPTION,PS HURST,HEALTHY,ALTERED
A622796,CAT,8/4/2017 14:24,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BROWN TABBY,5/9/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/12/2017 18:04,ADOPTION,INTERNET,HEALTHY,ALTERED
A633081,CAT,12/27/2017 15:28,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,NEUTERED MALE,BLACK,3/27/2017 0:00,STRAY,SICK,HEALTHY,FERTILE,1/6/2018 16:16,ADOPTION,INTERNET,HEALTHY,ALTERED
A608296,DOG,1/18/2017 12:20,STRAY,OTC,BLACK,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,11/12/2016 0:00,STRAY,OTHER,HEALTHY,FERTILE,2/2/2017 8:23,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A577428,DOG,4/15/2016 12:31,OWNER SUR,RETURN 30,RED,GERMAN SHEPHERD DOG,NEUTERED MALE,BROWN,2/2/2015 0:00,HYPER,NORMAL,HEALTHY,ALTERED,5/6/2016 17:07,ADOPTION,WALK IN,HEALTHY,ALTERED
A602438,DOG,10/17/2016 17:13,STRAY,OTC,BLACK,SCHNAUZER - STANDARD,NEUTERED MALE,WHITE,10/17/2012 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/27/2016 7:21,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A458851,DOG,4/2/2012 12:04,OWNER SUR,OTC,WHITE,JACK RUSS TER,SPAYED FEMALE,BROWN,4/2/2004 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,4/14/2012 23:59,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A583572,DOG,2/20/2016 13:44,STRAY,OTC,TAN,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,2/20/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/2/2016 7:19,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A606653,CAT,12/15/2016 16:13,STRAY,OTC,BLACK,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,9/23/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,12/28/2016 23:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A619429,CAT,6/7/2017 12:06,STRAY,OTC,CALICO,DOMESTIC SHORTHAIR,SPAYED FEMALE,MUTED,4/26/2017 0:00,STRAY,NURSING,HEALTHY,FERTILE,6/7/2017 12:53,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A601239,RABBIT,3/11/2017 12:07,OWNER SUR,RETURN 30,GRAY,DUTCH,SPAYED FEMALE,WHITE,9/27/2014 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,7/22/2017 23:59,ADOPTION,INTERNET,HEALTHY,ALTERED
A552863,DOG,2/10/2015 12:43,OWNER SUR,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,TAN,2/11/2011 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,2/14/2015 17:56,ADOPTION,WALK IN,HEALTHY,ALTERED
A613680,DOG,3/25/2017 14:06,STRAY,OTC,SILVER,GERMAN SHEPHERD DOG,SPAYED FEMALE,BLACK,3/25/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,4/3/2017 13:16,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A414670,DOG,6/24/2010 20:33,OWNER SUR,OTC,TAN,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,BLACK,12/24/2009 0:00,NEW BABY,FEARFUL,HEALTHY,FERTILE,8/21/2010 10:52,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A454991,CAT,3/8/2012 9:39,FOSTER,RETURN,ORANGE,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,11/7/2011 0:00,FOSTER,NORMAL,HEALTHY,ALTERED,3/9/2012 14:49,ADOPTION,INTERNET,HEALTHY,ALTERED
A624691,DOG,9/4/2017 8:18,STRAY,FIELD,WHITE,FINNISH SPITZ,NEUTERED MALE,TAN,9/4/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/17/2017 14:39,ADOPTION,INTERNET,HEALTHY,ALTERED
A554924,DOG,3/13/2015 13:18,OWNER SUR,OTC,WHITE,HAVANESE,NEUTERED MALE,BLACK,11/11/2014 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,3/18/2015 12:11,ADOPTION,WALK IN,HEALTHY,ALTERED
A478697,DOG,10/25/2012 12:14,OWNER SUR,OTC,BROWN BRINDLE,BOXER,SPAYED FEMALE,WHITE,7/23/2012 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,11/14/2012 17:21,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A446746,DOG,10/24/2011 10:40,OWNER SUR,OTC,WHITE,POODLE - MINIATURE,NEUTERED MALE,CREAM,11/3/2003 0:00,COST,FEARFUL,HEALTHY,FERTILE,11/15/2011 10:10,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A611486,DOG,2/24/2017 14:08,STRAY,OTC,BLACK,RAT TERRIER,SPAYED FEMALE,WHITE,12/24/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,3/1/2017 12:29,ADOPTION,INTERNET,HEALTHY,ALTERED
A618304,DOG,5/30/2017 12:48,OWNER SUR,FIELD,WHITE,PARSON (JACK) RUSSELL TERRIER,SPAYED FEMALE,BROWN,5/6/2005 0:00,OWNER DIED,AGED,TREATABLE/MANAGEABLE,FERTILE,6/16/2017 23:59,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,ALTERED
A432590,DOG,5/7/2013 14:06,OWNER SUR,OTC,CHOCOLATE,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,1/27/2010 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,6/11/2013 16:21,ADOPTION,WALK IN,HEALTHY,ALTERED
A507136,DOG,10/11/2013 14:58,OWNER SUR,OTC,WHITE,GERMAN SHEPHERD DOG,SPAYED FEMALE,GRAY,10/11/2008 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,10/31/2013 9:01,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A618345,DOG,5/30/2017 15:40,STRAY,OTC,WHITE,PIT BULL TERRIER,SPAYED FEMALE,BLACK,5/30/2016 0:00,STRAY,OTHER,HEALTHY,FERTILE,6/17/2017 17:36,ADOPTION,WALK IN,HEALTHY,ALTERED
A425180,DOG,6/2/2011 9:53,RETURN,ADOPTION,WHITE,RAT TERRIER,NEUTERED MALE,BLACK,8/18/2009 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,6/3/2011 23:59,ADOPTION,PROMO,HEALTHY,ALTERED
A428689,DOG,12/20/2010 12:45,OWNER SUR,OTC,BROWN,GERMAN SHEPHERD DOG,NEUTERED MALE,BLACK,10/23/2010 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,12/24/2010 13:10,ADOPTION,WALK IN,HEALTHY,ALTERED
A627327,DOG,10/2/2017 14:43,STRAY,FIELD,BROWN BRINDLE,AMERICAN PIT BULL TERRIER,NEUTERED MALE,WHITE,4/2/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,12/3/2017 12:42,ADOPTION,INTERNET,HEALTHY,ALTERED
A621455,CAT,8/12/2017 14:16,FOSTER,RETURN,TORTIE,DOMESTIC SHORTHAIR,SPAYED FEMALE,SILVER,5/9/2017 0:00,STRAY,NORMAL,HEALTHY,ALTERED,8/12/2017 14:22,ADOPTION,FACEBOOK,HEALTHY,ALTERED
A600481,CAT,9/30/2016 17:21,FOSTER,RETURN,BLACK,DOMESTIC LONGHAIR,SPAYED FEMALE,WHITE,7/16/2016 0:00,TRANSFER,NORMAL,HEALTHY,FERTILE,10/20/2016 13:32,ADOPTION,INTERNET,HEALTHY,ALTERED
A483040,DOG,10/13/2014 12:05,OWNER SUR,OTC,WHITE,JACK RUSS TER,NEUTERED MALE,BROWN,12/27/2010 0:00,BITES,NORMAL,HEALTHY,ALTERED,11/8/2014 9:15,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A619983,CAT,8/2/2017 19:53,FOSTER,RETURN,ORANGE TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,5/2/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/4/2017 16:37,ADOPTION,INTERNET,HEALTHY,ALTERED
A622058,DOG,12/27/2017 21:29,STRAY,FIELD,BROWN,BEAGLE,NEUTERED MALE,WHITE,8/18/2016 0:00,STRAY,NORMAL,HEALTHY,ALTERED,1/6/2018 12:41,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A551203,DOG,3/31/2017 18:49,CONFISCATE,RESTRAINT,BLACK,PIT BULL TERRIER,SPAYED FEMALE,WHITE,1/25/2013 0:00,AGG PEOPLE,AGG PEOPLE,HEALTHY,FERTILE,4/29/2017 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A507210,DOG,7/22/2016 18:45,STRAY,FIELD,TAN,AMERICAN BULLDOG,SPAYED FEMALE,WHITE,10/9/2013 0:00,STRAY,NORMAL,HEALTHY,ALTERED,8/30/2016 13:56,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A428999,DOG,12/27/2010 13:52,OWNER SUR,OTC,BROWN,GERMAN SHEPHERD DOG,SPAYED FEMALE,WHITE,10/27/2010 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,1/2/2011 15:47,ADOPTION,WALK IN,HEALTHY,ALTERED
A620271,DOG,6/20/2017 14:14,STRAY,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,TAN,6/20/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,7/8/2017 23:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A603409,CAT,11/2/2016 13:55,OWNER SUR,OTC,BUFF,DOMESTIC SHORTHAIR,NEUTERED MALE,ORANGE TABBY,9/14/2016 0:00,TOO MANY,OTHER,HEALTHY,FERTILE,11/28/2016 13:29,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A588011,CAT,6/2/2016 10:28,FOSTER,RETURN,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,3/5/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,6/5/2016 12:49,ADOPTION,INTERNET,HEALTHY,ALTERED
A554322,DOG,4/2/2015 13:09,RETURN,ADOPTION,BLACK,LABRADOR RETRIEVER,SPAYED FEMALE,WHITE,2/27/2013 0:00,MOVE,NORMAL,HEALTHY,ALTERED,5/7/2015 8:52,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A575725,DOG,11/4/2015 12:12,OWNER SUR,OTC,TAN,BORDER COLLIE,NEUTERED MALE,WHITE,5/4/2014 0:00,MOVE,NORMAL,HEALTHY,FERTILE,11/22/2015 15:03,ADOPTION,INTERNET,HEALTHY,ALTERED
A505818,DOG,10/25/2013 17:21,RETURN,ADOPTION,WHITE,BOXER,NEUTERED MALE,BLACK,10/4/2010 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,10/30/2013 18:59,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A608578,DOG,1/23/2017 14:27,STRAY,OTC,BROWN BRINDLE,PIT BULL TERRIER,NEUTERED MALE,WHITE,4/23/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,2/4/2017 15:29,ADOPTION,WALK IN,HEALTHY,ALTERED
A603658,CAT,11/4/2016 16:04,STRAY,OTC,BLACK,DOMESTIC MEDIUMHAIR,NEUTERED MALE,WHITE,10/14/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,11/12/2016 23:59,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A628707,CAT,10/21/2017 13:39,STRAY,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,6/21/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/29/2017 14:20,ADOPTION,WALK IN,HEALTHY,ALTERED
A521451,CAT,3/25/2014 12:02,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK,9/25/2013 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,4/2/2014 16:18,ADOPTION,PS OUTER,HEALTHY,ALTERED
A424642,DOG,10/24/2010 14:04,OWNER SUR,OTC,WHITE,ENGLISH SETTER,SPAYED FEMALE,BROWN,4/27/2009 0:00,MOVE,NORMAL,HEALTHY,FERTILE,10/29/2010 11:29,ADOPTION,REFERRAL,HEALTHY,ALTERED
A429243,DOG,1/30/2011 13:15,RETURN,OTC,RED,POMERANIAN,NEUTERED MALE,BROWN,1/17/2008 0:00,OTHER PET,NORMAL,HEALTHY,ALTERED,2/4/2011 12:33,ADOPTION,PROMO,HEALTHY,ALTERED
A624258,DOG,8/25/2017 16:58,STRAY,OTC,BLACK,BOSTON TERRIER,SPAYED FEMALE,WHITE,8/25/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/1/2017 13:43,ADOPTION,INTERNET,HEALTHY,ALTERED
A622701,CAT,8/2/2017 16:28,STRAY,OTC,BLACK,DOMESTIC MEDIUMHAIR,SPAYED FEMALE,WHITE,6/20/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/2/2017 17:53,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A573116,DOG,12/10/2015 12:02,RETURN,ADOPTION,BLACK,PIT BULL TERRIER,NEUTERED MALE,WHITE,1/3/2015 0:00,ATTENTION,NORMAL,HEALTHY,ALTERED,1/3/2016 14:21,ADOPTION,INTERNET,HEALTHY,ALTERED
A630211,DOG,11/10/2017 17:21,STRAY,FIELD,WHITE,PIT BULL TERRIER,SPAYED FEMALE,BROWN,1/10/2017 0:00,STRAY,NORMAL,HEALTHY,FERTILE,11/19/2017 16:34,ADOPTION,INTERNET,HEALTHY,ALTERED
A448715,CAT,9/5/2012 15:16,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,CALICO,9/4/2011 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,5/16/2013 12:46,ADOPTION,PS OUTER,HEALTHY,ALTERED
A627934,DOG,10/11/2017 14:23,STRAY,OTC,BLACK,PIT BULL TERRIER,NEUTERED MALE,WHITE,10/11/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/27/2017 16:24,ADOPTION,REFERRAL,HEALTHY,ALTERED
A449821,DOG,3/17/2017 14:13,OWNER SUR,RETURN 30,TAN,SILKY TERRIER,NEUTERED MALE,GRAY,1/2/2010 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,3/22/2017 15:37,ADOPTION,FRIEND,HEALTHY,ALTERED
A448668,DOG,12/23/2011 14:49,RETURN,ADOPTION,BROWN,GERMAN SHEPHERD DOG,SPAYED FEMALE,BLACK,6/3/2011 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,12/28/2011 18:08,ADOPTION,WEB PF,HEALTHY,ALTERED
A632896,CAT,12/27/2017 16:16,OWNER SUR,RETURN 30,BLACK,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,9/22/2017 0:00,RESPONSIBL,SICK,HEALTHY,ALTERED,1/3/2018 16:41,ADOPTION,INTERNET,HEALTHY,ALTERED
A605562,DOG,10/23/2017 14:01,OWNER SUR,EUTH REQ,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,11/28/2015 0:00,EUTH BEHAV,AGG PEOPLE,HEALTHY,ALTERED,10/23/2017 15:27,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A385645,DOG,6/5/2009 11:50,OWNER SUR,OTC,BLACK,ROTTWEILER,SPAYED FEMALE,TAN,9/5/2007 0:00,MOVE,NORMAL,HEALTHY,FERTILE,6/15/2009 12:30,ADOPTION,WEB METRO,HEALTHY,ALTERED
A616720,DOG,5/6/2017 12:04,STRAY,OTC,WHITE,PIT BULL TERRIER,NEUTERED MALE,TAN,5/6/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,5/16/2017 23:59,ADOPTION,INTERNET,HEALTHY,ALTERED
A601469,DOG,9/30/2016 14:03,OWNER SUR,OTC,BLACK,PIT BULL TERRIER,NEUTERED MALE,WHITE,4/30/2016 0:00,OWNER MED,NORMAL,HEALTHY,FERTILE,11/26/2016 13:16,ADOPTION,INTERNET,HEALTHY,ALTERED
A613585,DOG,3/24/2017 17:31,STRAY,OTC,GRAY,PIT BULL TERRIER,SPAYED FEMALE,WHITE,3/24/2013 0:00,STRAY,EMACIATED,HEALTHY,FERTILE,4/13/2017 1:29,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A623349,CAT,8/11/2017 10:03,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK,5/16/2017 0:00,STRAY,FEARFUL,HEALTHY,FERTILE,8/18/2017 18:04,ADOPTION,PS HURST,HEALTHY,ALTERED
A419064,CAT,8/16/2010 20:32,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,6/12/2010 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,8/20/2010 18:22,ADOPTION,WALK IN,HEALTHY,ALTERED
A592195,DOG,6/30/2016 21:26,CONFISCATE,DANGER DOG,BUFF,PIT BULL TERRIER,MALE,WHITE,12/30/2014 0:00,ZONE,FEARFUL,HEALTHY,FERTILE,8/25/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A595674,DOG,7/30/2016 14:06,STRAY,OTC,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,7/30/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,11/6/2016 16:44,ADOPTION,INTERNET,HEALTHY,ALTERED
A615120,DOG,4/12/2017 11:43,STRAY,FIELD,BLUE,PIT BULL TERRIER,SPAYED FEMALE,WHITE,11/12/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,4/23/2017 16:50,ADOPTION,FRIEND,HEALTHY,ALTERED
A627965,DOG,10/11/2017 17:32,STRAY,FIELD,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,10/11/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/31/2017 23:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A596145,DOG,8/3/2016 15:43,STRAY,OTC,BLACK,BORDER COLLIE,SPAYED FEMALE,WHITE,8/3/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/18/2016 7:18,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A565801,CAT,6/16/2016 8:00,FOSTER,RETURN,GRAY,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK TABBY,7/15/2014 0:00,STRAY,NORMAL,HEALTHY,ALTERED,6/16/2016 16:20,TRANSFER,KHS,HEALTHY,ALTERED
A494078,DOG,6/12/2013 17:12,OWNER SUR,OTC,WHITE,SHIH TZU,NEUTERED MALE,BROWN,6/12/2010 0:00,NO HOME,SICK,HEALTHY,FERTILE,6/17/2013 16:29,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A591098,DOG,5/29/2016 17:02,STRAY,FIELD,BROWN,SHETLAND SHEEPDOG,SPAYED FEMALE,WHITE,5/29/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,6/5/2016 13:57,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A587454,DOG,4/16/2016 14:10,STRAY,OTC,BLACK,LABRADOR RETRIEVER,SPAYED FEMALE,WHITE,4/16/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,4/28/2016 17:17,ADOPTION,INTERNET,HEALTHY,ALTERED
A427270,DOG,11/27/2010 15:46,OWNER SUR,OTC,BROWN,BOXER,NEUTERED MALE,WHITE,11/27/2009 0:00,COST,NORMAL,HEALTHY,FERTILE,12/12/2010 15:43,ADOPTION,WALK IN,HEALTHY,ALTERED
A428288,DOG,12/13/2010 10:30,OWNER SUR,OTC,WHITE,JACK RUSS TER,SPAYED FEMALE,BROWN,6/13/2009 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,12/28/2010 15:48,ADOPTION,WALK IN,HEALTHY,ALTERED
A586853,DOG,4/10/2016 15:10,CONFISCATE,CRUELTY,BROWN,PIT BULL TERRIER,NEUTERED MALE,WHITE,4/10/2015 0:00,CRUELTY,OTHER,HEALTHY,FERTILE,5/1/2016 8:41,RTO,IN KENNEL,HEALTHY,ALTERED
A406505,DOG,3/8/2010 12:56,OWNER SUR,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,NEUTERED MALE,BROWN,5/21/2009 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,3/29/2010 15:00,ADOPTION,NEWSLETTER,HEALTHY,ALTERED
A394180,DOG,9/21/2009 17:45,OWNER SUR,OTC,WHITE,PAPILLON,SPAYED FEMALE,BLACK,9/21/2008 0:00,LANDLORD,FEARFUL,HEALTHY,FERTILE,10/6/2009 11:22,ADOPTION,WEB PF,HEALTHY,ALTERED
A464244,DOG,9/28/2012 13:19,RETURN,ADOPTION,WHITE,BASSET HOUND,NEUTERED MALE,RED,5/4/2009 0:00,HOUSE SOIL,NORMAL,HEALTHY,ALTERED,10/7/2012 17:25,ADOPTION,WALK IN,HEALTHY,ALTERED
A588779,DOG,5/1/2016 16:50,STRAY,OTC,BLACK,CHIHUAHUA - LONG HAIRED,NEUTERED MALE,WHITE,5/1/2015 0:00,STRAY,INJURED,HEALTHY,FERTILE,5/12/2016 8:40,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A431178,DOG,4/12/2016 6:09,STRAY,OTC,BLACK,BORDER COLLIE,SPAYED FEMALE,WHITE,4/12/2009 0:00,STRAY,NORMAL,HEALTHY,ALTERED,4/18/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A365974,DOG,11/2/2008 15:18,OWNER SUR,OTC,BROWN,AMERICAN PIT BULL TERRIER,NEUTERED MALE,WHITE,9/2/2008 0:00,NO HOME,NORMAL,HEALTHY,FERTILE,11/14/2008 14:51,ADOPTION,FRIEND,HEALTHY,ALTERED
A481491,DOG,2/21/2013 8:06,RETURN,ADOPTION,WHITE,SHIH TZU,NEUTERED MALE,TAN,12/10/2010 0:00,AGG PEOPLE,NORMAL,HEALTHY,ALTERED,3/1/2013 12:57,ADOPTION,WALK IN,HEALTHY,ALTERED
A621322,DOG,7/7/2017 14:13,STRAY,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,WHITE,7/20/2013 0:00,STRAY,EMACIATED,HEALTHY,FERTILE,7/25/2017 17:47,TRANSFER,RESCUE GRP,TREATABLE/MANAGEABLE,ALTERED
A603356,DOG,11/2/2016 10:51,STRAY,FIELD,WHITE,PIT BULL TERRIER,NEUTERED MALE,BROWN,10/15/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,11/7/2016 23:59,RTO,IN KENNEL,HEALTHY,ALTERED
A601124,DOG,9/25/2016 20:14,STRAY,OTC,RED,VIZSLA,SPAYED FEMALE,WHITE,5/11/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,10/4/2016 15:33,FOSTER,TOO YOUNG,HEALTHY,FERTILE
A623061,DOG,11/20/2017 16:13,OWNER SUR,FIELD,BLACK,SHIH TZU,NEUTERED MALE,GRAY,8/7/2015 0:00,AGG PEOPLE,FEARFUL,HEALTHY,ALTERED,12/2/2017 16:36,ADOPTION,INTERNET,HEALTHY,ALTERED
A421342,DOG,9/11/2010 17:09,OWNER SUR,OTC,BLACK,BLACK AND TAN COONOUND,NEUTERED MALE,BROWN,6/11/2010 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,9/20/2010 11:40,ADOPTION,WEB METRO,HEALTHY,ALTERED
A516342,DOG,1/17/2014 15:34,OWNER SUR,OTC,BROWN,BOXER,SPAYED FEMALE,WHITE,1/17/2013 0:00,MOVE,NORMAL,HEALTHY,FERTILE,1/23/2014 8:15,TRANSPORT,RESCUE GRP,HEALTHY,ALTERED
A597742,DOG,8/21/2016 17:15,STRAY,OTC,WHITE,BORDER COLLIE,SPAYED FEMALE,BROWN,8/21/2015 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/13/2016 17:57,ADOPTION,FRIEND,HEALTHY,ALTERED
A622761,DOG,8/3/2017 12:31,STRAY,OTC,BLACK,BOXER,SPAYED FEMALE,WHITE,8/3/2016 0:00,STRAY,NORMAL,HEALTHY,FERTILE,9/1/2017 14:19,ADOPTION,INTERNET,HEALTHY,ALTERED
A551959,DOG,9/6/2017 12:25,STRAY,FIELD,WHITE,PIT BULL TERRIER,NEUTERED MALE,WHITE,2/11/2013 0:00,STRAY,NORMAL,HEALTHY,ALTERED,9/6/2017 13:33,RTO,IN FIELD,HEALTHY,ALTERED
A556449,DOG,3/25/2015 13:38,OWNER SUR,OTC,BLACK BRINDLE,PIT BULL TERRIER,NEUTERED MALE,WHITE,10/25/2014 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,7/30/2015 17:27,ADOPTION,FRIEND,HEALTHY,ALTERED
A605706,DOG,11/29/2016 17:41,STRAY,OTC,WHITE,CHIHUAHUA - LONG HAIRED,SPAYED FEMALE,BROWN,11/29/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,12/9/2016 14:19,ADOPTION,WALK IN,HEALTHY,ALTERED
A617392,DOG,5/16/2017 19:59,STRAY,FIELD,TAN,CHOW CHOW,SPAYED FEMALE,BLACK,5/16/2014 0:00,STRAY,OTHER,HEALTHY,FERTILE,6/30/2017 15:00,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A455207,DOG,3/9/2012 13:11,OWNER SUR,OTC,TAN,POODLE - MINIATURE,SPAYED FEMALE,GOLD,3/9/2003 0:00,COST,NORMAL,HEALTHY,FERTILE,3/24/2012 9:17,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A616551,DOG,10/28/2017 21:52,FOSTER,RETURN,WHITE,STAFFORDSHIRE BULL TERRIER,NEUTERED MALE,BROWN BRINDLE,5/3/2015 0:00,HYPER,NORMAL,HEALTHY,ALTERED,11/3/2017 23:59,ADOPTION,INTERNET,HEALTHY,ALTERED
